video,label,adj_mean,adj_min,al10_drop,al10_end_drop,al10_first,al10_last,al10_lowfrac,al10_max,al10_mean,al10_min,al10_p10,al10_slope,al10_std,al_drop,al_end_drop,al_first,al_last,al_lowfrac,al_max,al_mean,al_min,al_p10,al_slope,al_std,mot_mean,sf10_drop,sf10_end_drop,sf10_first,sf10_last,sf10_lowfrac,sf10_max,sf10_mean,sf10_min,sf10_p10,sf10_slope,sf10_std,sf_drop,sf_end_drop,sf_first,sf_last,sf_lowfrac,sf_max,sf_mean,sf_min,sf_p10,sf_slope,sf_std,src_drop,src_end_drop,src_first,src_last,src_lowfrac,src_max,src_mean,src_min,src_p10,src_slope,src_std,worst_patch
16260.mp4,normal,0.9817464351654053,0.9481390118598938,0.60709095,0.59632194,0.80372804,0.20740609,0.0,0.80372804,0.30332637,0.19663706,0.19974287,-0.019948137254111868,0.17147511,0.3679759,0.3674677,0.9212336,0.5537659,0.0,0.9212336,0.6518483,0.5532577,0.5569142,-0.01593662651160018,0.11770172,0.22432087361812592,0.1551432,0.14440542,0.88355446,0.73914903,0.043478260869565216,0.88355446,0.7731592,0.72841126,0.7396179,-0.005395876089103607,0.040281925,0.09032649,0.09032649,0.94616944,0.85584295,0.0,0.94616944,0.8761692,0.85584295,0.85723233,-0.003183098178607192,0.024696516,0.15259516,0.12912464,0.999441,0.8703164,0.08333333333333333,0.999441,0.88380736,0.84684587,0.8523304,-0.002283942129301029,0.03405261,0.4945732057094574
15039.mp4,normal,0.9480865597724915,0.8871538639068604,0.7898596,0.7898596,0.91717374,0.12731415,0.0,0.91717374,0.34087065,0.12731415,0.13395217,-0.03658045522073512,0.27928406,0.5509025,0.5457841,0.94674385,0.40095976,0.13043478260869565,0.94674385,0.6057007,0.39584136,0.40441746,-0.028492035130738284,0.19760753,0.17780829966068268,0.4090215,0.40211064,0.93161803,0.5295074,0.21739130434782608,0.93161803,0.6583547,0.52259654,0.52963734,-0.018055351944308982,0.12554143,0.2781222,0.27433807,0.96127605,0.686938,0.17391304347826086,0.96127605,0.78350896,0.68315387,0.68813497,-0.013065781694627092,0.09000169,0.2641462,0.2224698,0.99935365,0.77688384,0.20833333333333334,0.99935365,0.8340904,0.73520744,0.7434034,-0.010618536472320582,0.08125362,0.3194640278816223
7044.mp4,good,0.9696526527404785,0.898941159248352,0.75212693,0.51546997,0.9409793,0.42550933,0.0,0.9409793,0.3854991,0.1888524,0.19735089,-0.020273035782363575,0.2499112,0.29040223,0.19926989,0.9781635,0.7788936,0.0,0.9781635,0.7629395,0.68776125,0.6919178,-0.008688020670838056,0.09773483,0.13628235459327698,0.21985936,0.18454587,0.94097924,0.75643337,0.043478260869565216,0.94097924,0.788141,0.7211199,0.7424193,-0.0069258896847487345,0.062075667,0.11464405,0.08916175,0.9826555,0.8934938,0.0,0.9826555,0.8992219,0.8680115,0.871218,-0.0036562184100094527,0.034779325,0.14041221,0.07401496,0.9993024,0.9252874,0.08333333333333333,0.9993024,0.92091554,0.8588902,0.8949415,-0.003414462960284718,0.037636682,0.4782613515853882
7162.mp4,good,0.9479550123214722,0.8348399996757507,0.93708223,0.19529617,0.96850955,0.7732134,0.0,0.96850955,0.39210624,0.03142734,0.03254325,-0.01743415305427766,0.37626275,0.54068696,0.08637148,0.9793326,0.89296114,0.30434782608695654,0.9793326,0.6915207,0.43864563,0.44793865,-0.008028832172216642,0.2107961,0.19132095575332642,0.5477014,0.080996156,0.9685929,0.8875967,0.08695652173913043,0.9685929,0.77067435,0.42089146,0.6767904,-0.0010979739809224764,0.14423373,0.19852006,0.036681294,0.98266375,0.94598246,0.13043478260869565,0.98266375,0.8828416,0.7841437,0.81479025,-0.0019420105006855044,0.0657661,0.23585051,0.02070105,0.99968696,0.9789859,0.375,0.99968696,0.89087504,0.76383644,0.77816516,-0.003268238254215436,0.090830706,0.26443320512771606
5724.mp4,normal,0.9786934852600098,0.9362447261810303,0.29278666,-0.09841159,0.43458268,0.5329943,0.0,0.5329943,0.20380665,0.14179602,0.14441499,0.00430399867091254,0.096682,0.19706517,-0.056747735,0.7925973,0.849345,0.0,0.849345,0.655167,0.5955321,0.5988698,0.004281835947112138,0.070960626,0.23498110473155975,0.11425805,-0.009156883,0.8558978,0.86505467,0.08695652173913043,0.86505467,0.78175074,0.74163973,0.74523675,0.0009248491096873544,0.036765657,0.06141305,0.0017756224,0.9314462,0.9296706,0.043478260869565216,0.9314462,0.8901481,0.87003314,0.8745337,0.00042633729961077574,0.017931355,0.12505472,0.04244733,0.9995706,0.9571233,0.08333333333333333,0.9995706,0.9113331,0.8745159,0.8889056,0.00017642871193261414,0.02714724,0.39394611120224
17369.mp4,bad,0.9972348213195801,0.9928115606307983,0.61158586,0.2680449,0.97628164,0.70823675,0.08695652173913043,0.97628164,0.5850145,0.3646958,0.4012416,-0.009110673614170246,0.18840232,0.13815272,0.087578654,0.985319,0.89774036,0.043478260869565216,0.985319,0.8856052,0.8471663,0.85595584,-0.002353643888070169,0.037081797,0.06260775774717331,0.11765015,0.07593477,0.97628176,0.900347,0.043478260869565216,0.97628176,0.896035,0.8586316,0.8705405,-0.002131680608266888,0.028004482,0.05455321,0.035767972,0.9884737,0.95270574,0.043478260869565216,0.9884737,0.948213,0.9339205,0.9369571,-0.001007405017675635,0.014033826,0.018223464,0.010576367,0.9999734,0.98939705,0.041666666666666664,0.9999734,0.9870245,0.98174995,0.98348546,-0.0003476741521254994,0.0045970017,0.5040445327758789
15559.mp4,normal,0.933732807636261,0.8691365718841553,0.5444643,0.5386303,0.63168156,0.093051255,0.0,0.63168156,0.14211152,0.087217286,0.08908808,-0.010835267949422365,0.11841719,0.50829506,0.500337,0.85400045,0.35366347,0.0,0.85400045,0.43878406,0.3457054,0.35090292,-0.015657343323758458,0.13102967,0.3362181782722473,0.21459329,0.20384657,0.8187723,0.61492574,0.043478260869565216,0.8187723,0.6662739,0.604179,0.61731046,-0.006415007849455831,0.05798918,0.20179772,0.18600136,0.9138136,0.72781223,0.043478260869565216,0.9138136,0.7750023,0.71201587,0.72821414,-0.007339063958217023,0.056093246,0.30789852,0.23791683,1.0006406,0.7627238,0.08333333333333333,1.0006406,0.8044532,0.6927421,0.7315248,-0.006760106008985779,0.07708462,0.29970061779022217
15957.mp4,normal,0.9874935150146484,0.9494447708129883,0.09534496,0.09534496,0.9848277,0.88948274,0.08695652173913043,0.9848277,0.92181784,0.88948274,0.9015782,-0.003132308189105602,0.025847282,0.047164917,0.046275318,0.9819346,0.9356593,0.0,0.9819346,0.94905514,0.9347697,0.93609667,-0.0019345807699346542,0.015460911,0.01057394128292799,0.08477646,0.08477646,0.9850433,0.9002668,0.043478260869565216,0.9850433,0.9285479,0.9002668,0.90888536,-0.0027041210251834385,0.022447173,0.041977823,0.040542245,0.99072194,0.9501797,0.0,0.99072194,0.9596291,0.9487441,0.95008016,-0.0015807918055726498,0.013112155,0.06925565,0.06586373,0.9998858,0.93402207,0.20833333333333334,0.9998858,0.95930314,0.93063015,0.9341039,-0.002168152980182504,0.0209561,0.21311545372009277
17082.mp4,bad,0.9396823644638062,0.8185670375823975,0.8129127,0.7923591,0.9248625,0.13250336,0.0,0.9248625,0.22429937,0.11194979,0.12748015,-0.02069214952321863,0.21922861,0.59575784,0.5854301,0.9500489,0.36461884,0.0,0.9500489,0.48593074,0.35429105,0.3571966,-0.02384619818256779,0.19152687,0.342278391122818,0.38600773,0.3519547,0.9320238,0.5800691,0.043478260869565216,0.9320238,0.66880745,0.5460161,0.57183915,-0.014967594163219924,0.10841371,0.19009054,0.18184876,0.96392834,0.7820796,0.0,0.96392834,0.8282091,0.7738378,0.77718693,-0.008267691484081878,0.060666543,0.34584206,0.32154703,0.9996443,0.67809725,0.125,0.9996443,0.75642085,0.6538022,0.67527676,-0.010259661829989908,0.081672445,0.25822728872299194
7411.mp4,bad,0.9684661626815796,0.8868913650512695,0.85519934,0.8325073,0.9365616,0.10405427,0.0,0.9365616,0.17751375,0.08136223,0.09181527,-0.017087592805916152,0.19259298,0.39297497,0.38988477,0.9708824,0.58099765,0.0,0.9708824,0.6487971,0.57790744,0.5821024,-0.011424630232479277,0.09572848,0.20308826863765717,0.33480185,0.30036962,0.95287484,0.6525052,0.0,0.95287484,0.6997917,0.618073,0.6270311,-0.010389148128833691,0.08262138,0.16650242,0.16279727,0.97772956,0.8149323,0.0,0.97772956,0.85188544,0.81122714,0.81580234,-0.005819411852614197,0.043834645,0.25738794,0.14929402,1.0005629,0.8512689,0.20833333333333334,1.0005629,0.87146646,0.74317497,0.76163644,-0.00789025262646054,0.07651208,0.19497999548912048
15120.mp4,normal,0.9659608006477356,0.9126100540161133,0.22900406,0.20272706,0.38662875,0.18390168,0.0,0.38662875,0.19771951,0.15762469,0.18020569,-0.0029417317905444866,0.04283097,0.29328156,0.25132436,0.76391613,0.5125918,0.0,0.76391613,0.52464485,0.47063458,0.48334908,-0.0047852293304775145,0.06330217,0.3061103820800781,0.20537996,0.08122617,0.8134527,0.73222655,0.08695652173913043,0.8134527,0.68854713,0.60807276,0.64660776,-0.0013282743131690347,0.04245531,0.09489119,0.055086315,0.89903015,0.84394383,0.08695652173913043,0.89903015,0.8307553,0.80413896,0.8123697,-0.0008893216787119777,0.019889902,0.13121152,0.11257887,0.9993961,0.8868172,0.08333333333333333,0.9993961,0.90440226,0.86818457,0.8790345,-0.0032126740009888553,0.029528487,0.41062381863594055
17331.mp4,bad,0.9911908507347107,0.9823641777038574,0.6440551,0.6310127,0.96373254,0.33271986,0.043478260869565216,0.96373254,0.51481014,0.31967738,0.33370993,-0.025929731784366358,0.18529144,0.28272265,0.28272265,0.9744086,0.691686,0.21739130434782608,0.9744086,0.79906803,0.691686,0.7022974,-0.01178462184936164,0.07990588,0.0964275449514389,0.21697259,0.20009518,0.9637325,0.7636373,0.0,0.9637325,0.79672855,0.7467599,0.75333625,-0.006430343971422079,0.050704863,0.11316478,0.11209011,0.9771354,0.8650453,0.043478260869565216,0.9771354,0.89549553,0.86397064,0.8661484,-0.004341099337626839,0.03123677,0.085338235,0.075119615,0.99988437,0.92476475,0.125,0.99988437,0.9485507,0.91454613,0.918506,-0.0033461778319400543,0.0248534,0.5217283964157104
7343.mp4,good,0.9805476069450378,0.9456797242164612,0.610744,0.52888155,0.97827244,0.4493909,0.30434782608695654,0.97827244,0.6832296,0.36752844,0.4026977,-0.0007081980644007385,0.21708202,0.19995606,0.16483837,0.9874021,0.8225637,0.21739130434782608,0.9874021,0.88719267,0.787446,0.79405576,-9.515940436262062e-05,0.06937177,0.053368911147117615,0.18935502,0.13471782,0.97827256,0.84355474,0.2608695652173913,0.97827256,0.86959547,0.78891754,0.79187125,0.0003108716764940208,0.058581218,0.09134233,0.0619632,0.9900751,0.9281119,0.2608695652173913,0.9900751,0.9405617,0.8987328,0.8998246,0.00013042203051297807,0.028815653,0.07453805,0.04448718,0.9995547,0.9550675,0.20833333333333334,0.9995547,0.9645421,0.92501664,0.927128,-0.00015508664690934234,0.023252513,0.39718252420425415
15245.mp4,normal,0.9907859563827515,0.9794209599494934,0.5292177,0.3786325,0.96161705,0.58298457,0.08695652173913043,0.96161705,0.61055994,0.4323993,0.48136795,-0.014455201273614712,0.13180155,0.13062173,0.10103369,0.9831015,0.8820678,0.043478260869565216,0.9831015,0.8871417,0.85247976,0.86966157,-0.0031188211068805542,0.030484064,0.04794805124402046,0.15158468,0.11333662,0.96421736,0.85088074,0.043478260869565216,0.96421736,0.8530701,0.8126327,0.83137345,-0.0029781107963780763,0.032990966,0.06556189,0.053057313,0.9858613,0.932804,0.0,0.9858613,0.9350897,0.9202994,0.923296,-0.0014962438538140453,0.015072198,0.053139925,0.044742346,1.0004005,0.9556582,0.16666666666666666,1.0004005,0.96687293,0.9472606,0.9530816,-0.0012084370333215588,0.012957828,0.5195642113685608
17281.mp4,bad,0.9619274735450745,0.9184015989303589,0.4291285,0.41382268,0.5867122,0.1728895,0.0,0.97639084,0.36374703,0.15758368,0.16616331,-0.03541472219961436,0.29452842,0.57994187,0.57843316,0.9058032,0.32737005,0.0,0.9795946,0.550968,0.32586136,0.32767022,-0.03509945875924568,0.25471127,0.25762122869491577,0.38048005,0.3719109,0.81627667,0.44436577,0.2608695652173913,0.97639084,0.65781367,0.43579662,0.44219765,-0.027261384538275472,0.1887619,0.26035434,0.25371355,0.9458194,0.6921058,0.2608695652173913,0.9824357,0.8085893,0.68546504,0.69093066,-0.015687977195728453,0.10763937,0.2946006,0.22273076,0.9996487,0.77691793,0.20833333333333334,0.9996487,0.8406394,0.7050481,0.71967167,-0.014327533581982506,0.1084725,0.25125831365585327
20314.mp4,good,0.9886529445648193,0.9687215685844421,0.5982212,0.5982212,0.92856395,0.33034274,0.21739130434782608,0.92856395,0.60282904,0.33034274,0.37101173,-0.026505710255251568,0.17681873,0.22399658,0.22399658,0.97302514,0.74902856,0.21739130434782608,0.97302514,0.8556118,0.74902856,0.7616721,-0.010295022087606069,0.06862207,0.07039409875869751,0.16283429,0.15186673,0.93980676,0.78794,0.08695652173913043,0.93980676,0.8254076,0.7769725,0.78574765,-0.005803072758814093,0.043531075,0.08082545,0.07674527,0.9770397,0.9002944,0.21739130434782608,0.9770397,0.9260057,0.89621425,0.89842695,-0.003495868015666266,0.024079354,0.043540776,0.03166592,0.9999971,0.96833116,0.08333333333333333,0.9999971,0.974703,0.9564563,0.9655318,-0.0011524832248687947,0.010083363,0.536751389503479
15229.mp4,bad,0.9970213174819946,0.9956853985786438,0.054077625,0.042779207,0.984596,0.9418168,0.13043478260869565,0.984596,0.95513684,0.9305184,0.9421004,-0.0012624742014134696,0.01205043,0.02638799,0.022230387,0.9859442,0.9637138,0.08695652173913043,0.98603344,0.97073096,0.9595562,0.96368927,-0.0009654551862256855,0.0075331684,0.007205385249108076,0.048757136,0.038637042,0.98459613,0.9459591,0.13043478260869565,0.98459613,0.9580904,0.935839,0.9464103,-0.0012083169617671792,0.010877968,0.019233823,0.016167939,0.99077046,0.9746025,0.043478260869565216,0.99077046,0.9779364,0.97153664,0.973315,-0.0006374785080257661,0.0050311014,0.023572981,0.018150806,1.0003328,0.982182,0.08333333333333333,1.0003328,0.9863284,0.97675985,0.9810418,-0.0007398443118385876,0.0056886314,0.5142025351524353
6634.mp4,normal,0.9904978275299072,0.9803614616394043,0.5671359,0.39821917,0.9835787,0.5853595,0.08695652173913043,0.9835787,0.61551833,0.4164428,0.48579213,-0.007881691156639883,0.14264819,0.16628331,0.11570716,0.9828708,0.86716366,0.13043478260869565,0.9828708,0.8686275,0.8165875,0.82528144,-0.0024375676990968952,0.042349212,0.060470789670944214,0.21091926,0.1283459,0.9835788,0.8552329,0.17391304347826086,0.9835788,0.84327,0.77265954,0.7866715,-0.002133832500857331,0.050352484,0.08356297,0.06136483,0.9895181,0.9281533,0.13043478260869565,0.9895181,0.9290983,0.90595514,0.90738624,-0.0012691850247590428,0.021724071,0.042992473,0.025072694,0.99985856,0.97478586,0.125,0.99985856,0.97413105,0.9568661,0.9612913,-0.0006601628013279274,0.0112280445,0.364836722612381
6851.mp4,bad,0.9502789974212646,0.8226861953735352,0.5691637,0.44580224,0.613057,0.16725478,0.21739130434782608,0.613057,0.23879337,0.04389333,0.054779153,-0.016627029121923348,0.15255022,0.4784171,0.33704865,0.86511385,0.5280652,0.21739130434782608,0.86511385,0.6512981,0.38669676,0.4401645,-0.018046373965240756,0.13954647,0.22760403156280518,0.24559873,0.11989379,0.84146225,0.72156847,0.17391304347826086,0.84146225,0.7635255,0.5958635,0.6676881,-0.008038890456022485,0.06763525,0.16373885,0.10853541,0.9322413,0.8237059,0.21739130434782608,0.9322413,0.8789021,0.7685025,0.8112272,-0.005880372974241196,0.04685618,0.19662678,0.13308251,0.999352,0.86626947,0.20833333333333334,0.999352,0.9290257,0.8027252,0.8420648,-0.006208295148351926,0.053340256,0.33937081694602966
5698.mp4,bad,0.9763361811637878,0.9350945949554443,0.40588546,0.40588546,0.6220474,0.21616195,0.13043478260869565,0.6220474,0.3405767,0.21616195,0.2367616,-0.011385114502765449,0.09778948,0.2864651,0.2864651,0.8713913,0.5849262,0.2608695652173913,0.8713913,0.69935817,0.5849262,0.59898454,-0.010203083925567605,0.07250407,0.21071159839630127,0.11758405,0.09916991,0.88122714,0.7820572,0.21739130434782608,0.88122714,0.82639307,0.7636431,0.7764702,-0.004933467318889188,0.035203774,0.06849229,0.05516541,0.94464153,0.8894761,0.21739130434782608,0.94464153,0.91006994,0.87614924,0.88449895,-0.0026862927576298767,0.018969756,0.10481197,0.04752958,1.0004804,0.95295084,0.16666666666666666,1.0004804,0.9528494,0.89566845,0.91976136,-0.0024112561474676063,0.023136962,0.5608155131340027
6978.mp4,normal,0.990246593952179,0.9480648040771484,0.38440812,0.05512482,0.9904596,0.9353348,0.043478260869565216,0.9904596,0.8586867,0.6060515,0.81626254,0.0014126834426472635,0.07864429,0.12337452,0.027777076,0.995053,0.9672759,0.08695652173913043,0.995053,0.93671775,0.8716785,0.91088396,0.00043657127576381507,0.027647335,0.01896757073700428,0.16982561,0.04773599,0.9904597,0.9427237,0.08695652173913043,0.9904597,0.9002547,0.82063407,0.8643669,0.00041064731923957324,0.040809236,0.07965237,0.022757947,0.995053,0.97229505,0.043478260869565216,0.995053,0.95568544,0.9154006,0.93954027,0.00017747430226547985,0.017572332,0.055342972,0.008265018,0.99935716,0.99109215,0.125,0.99935716,0.98161316,0.9440142,0.96987927,0.0002631411604259316,0.011863852,0.43683692812919617
17147.mp4,normal,0.9980424642562866,0.9959255456924438,0.3967393,0.3967393,0.9855005,0.5887612,0.21739130434782608,0.9855005,0.7767697,0.5887612,0.6115318,-0.02019692733589369,0.13539955,0.16294336,0.16294336,0.99270546,0.8297621,0.21739130434782608,0.99270546,0.9113681,0.8297621,0.843783,-0.00772081233060406,0.051355794,0.048550039529800415,0.10150564,0.08821869,0.98550045,0.89728177,0.08695652173913043,0.98550045,0.92243236,0.8839948,0.89662653,-0.0037557352555128054,0.02623145,0.050260365,0.049541116,0.99270546,0.94316435,0.2608695652173913,0.99270546,0.9599183,0.9424451,0.94419014,-0.0021928203671346355,0.014964681,0.010912955,0.00897032,1.0001763,0.991206,0.08333333333333333,1.0001763,0.99282074,0.98926336,0.990397,-0.0003342751316402394,0.0027402698,0.594947099685669
