rel,label,c_multi_frac,c_multi_run,c_vanish_frac,g_ratio_med,g_asp_med,g_drift,g_asp_drift,r_so_p75,r_so_mean,r_so_max,r_ds_p75,r_ds_mean,r_ds_max
0180643b8a4cbea0dacee2ec07c30abc.mp4,good,0.0,0.0,0.0625,1.180861581920904,1.1611338797814208,0.03816024278694995,0.004823822519358213,0.1299838125705719,0.1272721290588379,0.1311572790145874,0.298994779586792,0.2968827188014984,0.3038301467895508
dca64229e6f2cd19c3998f97df1663f7.mp4,good,0.0,0.0,0.375,1.0284090909090908,1.0196629213483146,0.023064617632334476,0.022481523710202397,0.1419578641653061,0.13621485233306885,0.15570032596588135,0.2080284059047699,0.1938539743423462,0.21443814039230347
ffc1bfa0600c3f0b3fd74c020188a0f4.mp4,good,0.0,0.0,0.0,1.094177752072489,1.0892394599063104,0.02116740150900217,0.01862529845042863,0.11895270645618439,0.10820336639881134,0.1492120623588562,0.1742430329322815,0.1523093283176422,0.22278368473052979
df54912f8a3235fc03d35bb3e1db48a1.mp4,good,0.0,0.0,0.0,1.399215911264104,1.311409416060579,0.06407536183405686,0.03469210467397462,0.14272037148475647,0.13382495939731598,0.14758098125457764,0.23973599076271057,0.20956546068191528,0.2913874387741089
6bfb66da4da9e4e4edc452b7b1e81a40.mp4,good,0.0,0.0,0.0,,,,,,,,,,
aa980fb1688b7d6e88524e3ce3234ed4.mp4,good,0.0,0.0,0.0,1.171947373607963,1.1304697986577181,0.03488325069072025,0.02201301514749026,0.11754761636257172,0.11201081424951553,0.1376071572303772,0.20144400000572205,0.1927482783794403,0.2225160002708435
a8678b183370e015a1d39e69fc4bc2d7.mp4,good,0.0,0.0,0.1875,0.9111969111969112,0.8843283582089553,0.04291965119374643,0.05516651415428857,0.16988158226013184,0.1609085649251938,0.19078868627548218,0.29729920625686646,0.2792581021785736,0.3048098087310791
adf18ffe3824df02b6f1db0037fcf60d.mp4,good,0.0,0.0,0.0,1.0513241153034918,1.0482281400712936,0.04518382860807858,0.039685197345367774,0.1126379519701004,0.11020272970199585,0.12643414735794067,0.14984700083732605,0.147216796875,0.1657814383506775
066e39f4afb2254d3085e4e8a1172493.mp4,good,0.0,0.0,0.0,1.1203977798334877,1.1171504404788797,0.008526566523630758,0.006332710186098948,0.12938052415847778,0.1089799553155899,0.14008957147598267,0.12488678097724915,0.1210956946015358,0.12860941886901855
ed384e646526c8e9444462ff18d20306.mp4,good,0.0,0.0,0.0,1.2159381898454746,1.203262179376829,0.12571521931732832,0.09565834844302509,0.12412966787815094,0.11046278476715088,0.15000808238983154,0.2565874457359314,0.23784838616847992,0.27623218297958374
93fe14ec32db9d9088988f2237dc5e9d.mp4,good,0.0,0.0,0.0,1.2139098604438345,1.1989333558482496,0.02252681371099447,0.01844632182888507,0.13143862783908844,0.12074794620275497,0.1484113335609436,0.17553284764289856,0.1681365966796875,0.20214778184890747
41cc014dc3ef427a70e03e8da72c2ad0.mp4,good,0.0,0.0,0.0,1.0862758366141732,1.0856044089147288,0.003943933195960603,0.00588406877651635,0.10810214281082153,0.10531258583068848,0.12200462818145752,0.1828724890947342,0.17097187042236328,0.20311295986175537
4035b700ddc3d6f9445416904a20a9bc.mp4,good,0.0,0.0,0.0,1.1754107490949597,1.1754107490949597,0.16443420201825212,0.1671833915149165,0.16079874336719513,0.14645858108997345,0.21453005075454712,0.3417092561721802,0.3021477162837982,0.375654935836792
784ca61b706317b3fd3a35a82341f09f.mp4,good,0.0,0.0,0.0,1.1324517833843184,1.1239781867459344,0.06464601537821281,0.05547841977286538,0.11000141501426697,0.10628010332584381,0.12843191623687744,0.2145562320947647,0.1881345808506012,0.26656413078308105
d46b1f8dde6151afc082eaed3dbc0602.mp4,good,0.0,0.0,0.0,1.066777860143316,1.066777860143316,0.1747825988001468,0.11141590530990961,0.11310210824012756,0.11177749186754227,0.13533151149749756,0.2005612552165985,0.17452377080917358,0.23116815090179443
affe01b145a1520805cb9af501dd8475.mp4,good,0.0,0.0,0.0,1.1521045918367347,1.1287784098155753,0.029839213916465546,0.03238529847184084,0.12201085686683655,0.11661001294851303,0.13511329889297485,0.20214620232582092,0.19078119099140167,0.22640281915664673
921e9f4257d8847617c0e423f1499813.mp4,good,0.0,0.0,0.0,1.0698529411764706,1.062043795620438,0.0071468565348927855,0.012742309824349662,0.12203507125377655,0.11468961834907532,0.13855767250061035,0.17542748153209686,0.17035424709320068,0.18880164623260498
3214e88e0de91722f09a76c892a10a4d.mp4,good,0.0,0.0,0.4375,1.2737226277372262,1.21875,0.01586481660216996,0.0019988011568620786,0.1312791109085083,0.1236388087272644,0.1342843770980835,0.28277158737182617,0.26034191250801086,0.28566598892211914
acb7776d2f71a3283a8633ecab9fdab3.mp4,good,0.0,0.0,0.0,1.1230775175825025,1.1179039301310043,0.006575284314081832,0.002105132676448144,0.12681256234645844,0.12222100794315338,0.13376963138580322,0.18119478225708008,0.17643432319164276,0.19186949729919434
3ce4280eef9f1f905b951efccc1c0db7.mp4,good,0.0,0.0,0.0,,,,,,,,,,
7612093cc5f5586b0cb993ae670e94fc.mp4,good,0.0,0.0,0.0,0.8938775510204082,0.8795180722891567,0.0030032658782943498,0.01317402425595574,0.11703597009181976,0.1094205304980278,0.1376122236251831,0.1594705730676651,0.1599617898464203,0.20993590354919434
25a22289e8f1abf807ccbb78fbbdd670.mp4,bad,0.0,0.0,0.0,1.3987133862578702,1.2655144174384276,0.13430662443397776,0.09541745342972408,0.12092411518096924,0.11432778090238571,0.13047021627426147,0.2585122585296631,0.2151051163673401,0.2798519730567932
9d967f66a02727cddfb8faef03e2c8a0.mp4,good,0.0,0.0,0.0,1.0851502004503266,1.0813646233942915,0.030751944780720658,0.027555283526077234,0.107009157538414,0.10260981321334839,0.11310398578643799,0.13053011894226074,0.12704744935035706,0.1388222575187683
e3584577fed68da28f382dc5c500592a.mp4,good,1.0,16.0,0.0,1.278050275904353,1.253830537041293,0.04578048814930385,0.04035460353850693,0.16169580817222595,0.15685120224952698,0.17221921682357788,0.3571896553039551,0.3141694962978363,0.4322841167449951
9dfd08e4d9e3f58c189359a5aab7517a.mp4,good,0.0,0.0,0.0,1.2042773866303278,1.2003845687984496,0.014711065636269616,0.020605287611131055,0.144510418176651,0.14033767580986023,0.15167033672332764,0.16776730120182037,0.16333302855491638,0.18498587608337402
8c4f4457d8edcc69d90ff5c87c913822.mp4,good,0.0,0.0,0.5625,1.163768647201326,1.1614124482118195,0.018815404036874435,0.020722285898328564,0.1477283537387848,0.14381656050682068,0.14870083332061768,0.27017757296562195,0.2577051520347595,0.2885044813156128
44bf00670d664b44362cf902e7a16f75.mp4,good,0.0,0.0,0.3125,1.2358490566037736,1.2242990654205608,0.13177847748352783,0.11939814946751767,0.13534823060035706,0.12657040357589722,0.14221471548080444,0.2947581112384796,0.24360500276088715,0.31154143810272217
9220df86-4ab7-4510-9b4d-aa0b1a660578.mp4,good,0.0,0.0,0.0,1.149895822203227,1.132666874934916,0.015112029460201211,0.024595515195527162,0.1185925155878067,0.11459013819694519,0.15536552667617798,0.1692364364862442,0.1587306261062622,0.1789732575416565
4aa88f5dd71d2391966dbf3053b4c889.mp4,good,0.0,0.0,0.6875,,,,,0.17972135543823242,0.17972135543823242,0.17972135543823242,0.31767553091049194,0.31767553091049194,0.31767553091049194
d9a0a72b4d5a54583cac5f8a0fe0e3c7.mp4,good,0.0,0.0,0.0,0.9421470041361515,0.8906490855309752,0.0002948935184897996,0.005670420131292187,0.1604079306125641,0.15558166801929474,0.17360126972198486,0.2536979019641876,0.24006840586662292,0.30257129669189453
d9333173af83d0b0613ff5c4a23ad060.mp4,good,0.0,0.0,0.8125,,,,,0.1613423228263855,0.1554199904203415,0.16328775882720947,0.3232821524143219,0.31478413939476013,0.3263716697692871
e175ee3f7440cf33d69370c6d976609d.mp4,bad,0.0,0.0,0.0,1.1294034421008026,1.0759522332506204,0.132004445604669,0.09411756834509766,0.14030241966247559,0.13078539073467255,0.14520233869552612,0.2308981865644455,0.21079188585281372,0.2408784031867981
1f658fbc701b339d7a9b25366d0d9462.mp4,bad,0.0,0.0,0.0,1.1510201866724548,1.1376024590163936,0.037006142622291155,0.014112175148582894,0.14178957045078278,0.13687467575073242,0.14696329832077026,0.18719306588172913,0.18465101718902588,0.23146051168441772
201b73d9e429ce92222303d9b76d9c85.mp4,good,0.0,0.0,0.3125,1.1102941176470589,1.1074074074074074,0.014832275031074378,0.006370518003285693,0.14001202583312988,0.13883821666240692,0.18728792667388916,0.2979011833667755,0.2784281075000763,0.32741719484329224
cbd0a512bdcfc54fe5e8889611db7590.mp4,good,0.0,0.0,0.0,1.096824408468244,1.093073593073593,0.022159452155016156,0.01807460128606372,0.11684054136276245,0.11178194731473923,0.12203902006149292,0.23012952506542206,0.22121742367744446,0.24001026153564453
2b5e0a54d4fe29eae471a10c82b87be2.mp4,good,0.0,0.0,0.0,0.9331460464421713,0.8954335341084185,0.14491114563409713,0.17309439748306346,0.1667485237121582,0.15056701004505157,0.23565667867660522,0.20880165696144104,0.20220643281936646,0.3405412435531616
6bbdfb8359b2a00653c0af12fff70c0c.mp4,good,0.0,0.0,0.0,1.0909090909090908,1.0789495553893458,0.11621671939182872,0.14375939920686867,0.11765743792057037,0.11784334480762482,0.16677331924438477,0.18843331933021545,0.18056076765060425,0.28489571809768677
766884c0e809981ccc6b3e3bb1d299d1.mp4,good,0.0,0.0,0.5,1.096345514950166,1.0623783971982714,0.08654636653451676,0.11332127747677753,0.17658507823944092,0.17105640470981598,0.19493603706359863,0.3068578243255615,0.28403913974761963,0.3094565272331238
845c1e928130b4d066e99b2f053f3b95.mp4,good,0.0,0.0,0.0,1.247587142059504,1.2414119876806444,0.058609479791559956,0.05603362974360227,0.14005516469478607,0.12999925017356873,0.1489635705947876,0.3021509349346161,0.2797141671180725,0.31331080198287964
e8b92f26def8f49e93e06a60ff430b62.mp4,good,0.0,0.0,0.0,1.0450833333333334,1.0241696678671468,0.19678352542340674,0.23255951209276024,0.12585602700710297,0.12253043800592422,0.15249162912368774,0.17942093312740326,0.17238985002040863,0.24252092838287354
3f25e9ca98c3aa5e6fc32db828719993.mp4,good,0.0,0.0,0.0,1.337962962962963,1.3136363636363637,0.024623553291346766,0.029734390003343738,0.12940439581871033,0.12277017533779144,0.14031916856765747,0.31272512674331665,0.2673029899597168,0.3237016201019287
130def6a779c05c38e0e3b5eadee7c17.mp4,bad,0.0,0.0,0.0,1.3037866743749098,1.2522063913244117,0.015854082291050207,0.03081217598290628,0.1277948021888733,0.117047980427742,0.1418837308883667,0.20182493329048157,0.1950090527534485,0.21980994939804077
7db2d6511e29a46a252cafcabf090001.mp4,good,0.0,0.0,0.0,0.9225320104926888,0.9030072662121137,0.15064061243063612,0.17112295748234208,0.12638428807258606,0.11699964106082916,0.13626015186309814,0.12840691208839417,0.13040199875831604,0.1774357557296753
9e5738dac667168b236a438572a58b43.mp4,good,0.0,0.0,0.0,1.271750367807865,1.2388418622547133,0.054942166732064555,0.03685343075486705,0.13537128269672394,0.12421253323554993,0.14448291063308716,0.19099131226539612,0.17838697135448456,0.20709651708602905
dd6c31335e97c68c0dd8252b84da9352.mp4,good,0.0,0.0,0.0,1.062223549186129,0.9290365277860092,0.3513344900541721,0.3167895353143298,0.14042450487613678,0.13008588552474976,0.15880358219146729,0.2831626534461975,0.25678500533103943,0.300151526927948
2a2cc87d6709bfbd6d48e103b08e06a1.mp4,good,0.0,0.0,0.0,1.077221228384019,1.0692307692307692,0.007315867786693862,0.003464384223362113,0.11949171125888824,0.1146090105175972,0.12907660007476807,0.1860838234424591,0.1762479841709137,0.19750255346298218
939c3e8635009a822f48fa7597d87571.mp4,bad,0.0,0.0,0.0,1.4243948943382236,1.421389894870082,0.029194755548406802,0.018739627654134568,0.14037533104419708,0.1319769024848938,0.14892423152923584,0.27085626125335693,0.2495352327823639,0.27965009212493896
1df69787eec4647f2ef8596b03c5ba77.mp4,good,0.0,0.0,0.0,0.9685654008438819,0.9196613745262103,0.0022417201132596026,0.0072743327251523805,0.1767057478427887,0.1461903154850006,0.2083601951599121,0.3341748118400574,0.26270368695259094,0.35489439964294434
0ce36f6af09d12cdf033b7df7f1c944d.mp4,good,0.0,0.0,0.0,1.133399910962448,1.1307878127792672,0.031518036838599696,0.022173734791623677,0.12733113765716553,0.12108677625656128,0.14097708463668823,0.14213520288467407,0.13747239112854004,0.14921510219573975
28441bf22c31a05db9f581637f49283f.mp4,good,0.0,0.0,0.0625,1.225130890052356,1.2,0.0601244301068846,0.043647678690089675,0.13965648412704468,0.1316584050655365,0.16717612743377686,0.26757749915122986,0.2441440224647522,0.30188363790512085
0569edf094510badc3f16c11d0b09925.mp4,good,0.0,0.0,0.0,1.132323561102631,1.126473063973064,0.006871502934946244,0.007720902493506321,0.12289158999919891,0.10997474938631058,0.13898181915283203,0.20519378781318665,0.16907259821891785,0.2156243920326233
01609fa316c492f52da8ab90afd4495c.mp4,good,0.0,0.0,0.0,1.1961538461538461,1.1951637471439451,0.026582956913090726,0.026582956913090726,0.15964888036251068,0.15532523393630981,0.17212015390396118,0.27454206347465515,0.2525009512901306,0.29231399297714233
a21a0e89f4d6db0cccfd5a7cbf0e2cc4.mp4,good,0.0,0.0,0.0,1.1341991341991342,1.1336231722497816,0.04217046273111925,0.042090024312895706,0.14606718719005585,0.1442459672689438,0.16630899906158447,0.1874743103981018,0.18309776484966278,0.1972867250442505
e06f0735635571a365fd4c7e1fe04739.mp4,good,0.0,0.0,0.0,1.0685682326621924,1.0597194719471945,0.0012441993165095866,0.003850652750012498,0.10141809284687042,0.09521961212158203,0.10543656349182129,0.1360996514558792,0.13247722387313843,0.14408349990844727
25a2d4ecc1405c2bcc5c15a4b05fe2dd.mp4,good,0.0,0.0,0.0,,,,,,,,,,
e3c49959cb3396be679c49fe22337f72.mp4,good,0.0,0.0,0.0,1.130003250081252,1.130003250081252,0.06680019767362672,0.0639439555390289,0.11495277285575867,0.10859870165586472,0.12784916162490845,0.19701312482357025,0.18605084717273712,0.2420535683631897
527456dc732a70f56929773bb6a0c1c8.mp4,good,0.0,0.0,0.375,1.2802688609711557,1.2682017543859647,0.006996464398227402,0.022163733396198773,0.12934406101703644,0.12626788020133972,0.1342737078666687,0.2584156394004822,0.24820980429649353,0.263343870639801
d46428a431b1c13d32e161e7bc0960be.mp4,good,0.125,1.0,0.0,1.1685833155536591,1.1451747453459782,0.05187340767854661,0.006383154866632451,0.12373004853725433,0.11683924496173859,0.1325281858444214,0.18219071626663208,0.17247545719146729,0.1921902894973755
5dcd54ee2c33289cb14e76736b993add.mp4,good,0.0,0.0,0.0,1.245795647258338,1.1955758255694844,0.026571420070199053,0.017460341567011192,0.14604493975639343,0.13616439700126648,0.1617608666419983,0.19930323958396912,0.18369489908218384,0.22068113088607788
4c02e27dd8c6d36492548e3af6c7f747.mp4,good,0.0,0.0,0.75,1.1374724259990767,1.1344544248239257,0.0899637864838116,0.07401219611284415,0.12970049679279327,0.12114591896533966,0.13239866495132446,0.22073334455490112,0.21934360265731812,0.26578980684280396
a17c0a0cd2e6a81dbc934e3958aede27.mp4,good,0.0,0.0,0.5,1.3684954751131222,1.3198173515981737,0.04136179354857156,0.09870663658995996,0.1654781550168991,0.15757867693901062,0.19350969791412354,0.3284901976585388,0.3056652545928955,0.3591899871826172
96fe54878560f0feb8600423637358be.mp4,good,0.0,0.0,0.0,1.119987569633074,1.1147837639728788,0.03639294202373791,0.03151347801703606,0.1585099995136261,0.14881420135498047,0.1613578200340271,0.26535364985466003,0.2629905045032501,0.2776833176612854
983124d4095250930bc3a33470fb8757.mp4,good,0.0,0.0,0.0,1.076678399586657,1.0726256983240223,0.16901835000328083,0.20954970255757177,0.12322962284088135,0.116266630589962,0.14457786083221436,0.18748682737350464,0.17515230178833008,0.2218812108039856
e9c65f6c4e235c3101732ec5b62fca45.mp4,good,0.0,0.0,0.0,1.0821293429652563,1.079188166494668,0.08468068792256618,0.07256836337802353,0.11389917135238647,0.10933113098144531,0.11965250968933105,0.24595198035240173,0.22506317496299744,0.2680113911628723
a8a4f68aada0b3d0a6ec250d6273a519.mp4,good,0.0,0.0,0.1875,1.072192513368984,1.071808510638298,0.00443064574002551,0.0037887144122416977,0.17339199781417847,0.16420340538024902,0.18995064496994019,0.27639633417129517,0.26019737124443054,0.3103266954421997
fbe05e31951ffd55086cba7f824cb701.mp4,good,0.0,0.0,0.0,1.2619318181818182,1.227037553772817,0.2552736383181894,0.2467196478438645,0.13173919916152954,0.12500156462192535,0.1552668809890747,0.25260382890701294,0.22040145099163055,0.29450011253356934
c7109628fdb45e56a1a8d2da66f75981.mp4,good,0.0,0.0,0.5625,,,,,0.159419447183609,0.1430424600839615,0.17129194736480713,0.36088237166404724,0.35212358832359314,0.3659035563468933
e58604ddbfcf329f6c5a654b95d23347.mp4,good,0.0,0.0,0.0,1.0442962292189097,1.0298932775882936,0.05537399822788932,0.054917370073857115,0.11617912352085114,0.1117943823337555,0.13247591257095337,0.1529841423034668,0.14499181509017944,0.17306309938430786
119a2a6bc29c0ee69102f71bbfa70808.mp4,good,0.0,0.0,0.0,1.0051416939832927,0.9872448979591837,0.05342582656391068,0.08163961155519692,0.14942780137062073,0.14277952909469604,0.15853452682495117,0.2331598401069641,0.2184106707572937,0.28086721897125244
e13afd31650cb8d2df79816bfde1d6ec.mp4,good,0.0,0.0,0.0,1.2197763801537387,1.1777812895069533,0.0161714185596647,0.004292406818422319,0.14682435989379883,0.13537046313285828,0.1642606258392334,0.32135009765625,0.2894305884838104,0.34279918670654297
7ee63ad38026c5959f7f4e46cf9ca80a.mp4,good,0.0,0.0,0.0,1.1658087394188974,1.0973470386686246,0.031084010073180693,0.12312811272814136,0.17926225066184998,0.1556323766708374,0.20506620407104492,0.3908649682998657,0.29199063777923584,0.4083080291748047
f44af20c8ad4cfc8b5741616a2974887.mp4,good,0.0625,1.0,0.0,1.5916193181818183,1.2881545828473202,0.3638330134655594,0.10189170186970778,0.27738678455352783,0.21393504738807678,0.2919447422027588,0.44963568449020386,0.3765413761138916,0.45400118827819824
4139dda521b6a611c491b363d8667b08.mp4,good,0.0,0.0,0.0,1.0628845680531627,1.0407333665173386,0.04446693060962701,0.07032949641315307,0.18315812945365906,0.1494768261909485,0.19263774156570435,0.2730308175086975,0.22884809970855713,0.2942163944244385
783f47f686ffddd8463123579f1439c8.mp4,good,0.0,0.0,0.0,1.315173636458442,1.2945479529563917,0.0756969431635354,0.05628877159788579,0.12329976260662079,0.1202317401766777,0.13416337966918945,0.1948341280221939,0.1887296736240387,0.23195594549179077
92ea83f16b9ff11179316888cfcf2e3c.mp4,good,0.0,0.0,0.0,1.1264824329954173,1.1263157894736842,0.004609002606517807,0.003876800577259094,0.13612547516822815,0.12409871816635132,0.14885956048965454,0.16085577011108398,0.15932106971740723,0.17698556184768677
cd840a25cb823f077345bc654558ba79.mp4,good,0.0,0.0,0.0,1.0899453431642272,1.0715881289224551,0.018548027223982213,0.009359519802886605,0.11797675490379333,0.110177181661129,0.1280122995376587,0.19266024231910706,0.19049352407455444,0.26946359872817993
b3948582411dbe9a2a65ddd76f1c1323.mp4,good,0.0,0.0,0.0,1.2677595628415301,1.262867215041128,0.0245183724411321,0.01755505618078227,0.14143484830856323,0.1359621286392212,0.15972483158111572,0.18011434376239777,0.17186444997787476,0.19280564785003662
05ed65a4e70a08dcec64290091e8eeed.mp4,good,0.0,0.0,0.0,1.273124167529969,1.268254494547598,0.015484222244566637,0.014375321800612741,0.08935491740703583,0.08652372658252716,0.09523332118988037,0.11926676332950592,0.10973884165287018,0.1224513053894043
54b96f25a451b83de9a02e9d3d958c28.mp4,good,0.0,0.0,0.0,1.1524983437358345,1.1500546884494522,0.021685268732327696,0.019731016312855006,0.1476213037967682,0.1415024995803833,0.16944468021392822,0.3169272541999817,0.28841283917427063,0.3318808674812317
a3d19fe7488507fd342d7a8443e3be1c.mp4,good,0.0,0.0,0.0,1.0669004400440043,1.0222842561682208,0.37104286922942264,0.3978932769796801,0.13952060043811798,0.1271078735589981,0.16430002450942993,0.18294429779052734,0.17795363068580627,0.2202674150466919
137d8a7c0dc7b6999e9bb8284e03f0eb.mp4,good,0.0,0.0,0.0,1.1039033457249072,1.0959147889351235,0.005520057144045284,0.00247089868547023,0.15833625197410583,0.15575477480888367,0.16521120071411133,0.1962219476699829,0.18807965517044067,0.2099674940109253
8e7b377f8ecae7e59fd9b3521820a093.mp4,good,0.0,0.0,0.0,,,,,,,,,,
631ae42f3bba5a14f66122009e896a0e.mp4,good,0.0,0.0,0.0,1.1015640497444115,1.0972777374031009,0.03221678670992701,0.0369449793131491,0.11436104774475098,0.10928165167570114,0.15183109045028687,0.17571017146110535,0.16925214231014252,0.20103389024734497
71620e287d0a0863e0676536fccc73fa.mp4,good,0.0,0.0,0.0,1.2149139889646219,1.2149139889646219,0.05843588544633313,0.06218940340578828,0.1464303582906723,0.13856475055217743,0.1487208604812622,0.2627561092376709,0.23082979023456573,0.27155935764312744
2a7b9265becbfb18214217582436729f.mp4,good,0.0,0.0,0.0,0.8146341463414635,0.7921136834180312,0.06651854290700518,0.07628344269570814,0.133968785405159,0.1279871016740799,0.14049488306045532,0.23716141283512115,0.23226767778396606,0.25962746143341064
b2c8538be2a53dcbacac0e086148f7c8.mp4,good,0.0,0.0,0.0,1.131615696131825,1.086780866192631,0.07461705630844008,0.18516051481990278,0.1296665221452713,0.12221583724021912,0.14557474851608276,0.23079876601696014,0.22558966279029846,0.26895517110824585
935883494d7922c3f7fb3d3aa1a976cd.mp4,good,0.0,0.0,0.0,1.075,1.029344637546905,0.1658592071081949,0.22496246015659987,0.15611569583415985,0.14829273521900177,0.2881775498390198,0.24092470109462738,0.2255178987979889,0.4380645155906677
03b3ee6e81950da86c455e6736139cc0.mp4,good,0.0,0.0,0.0,1.157790771175727,1.140044434229679,0.08688626198623897,0.07614360607321,0.14703397452831268,0.13574303686618805,0.16212743520736694,0.29221904277801514,0.2694777250289917,0.3078070878982544
79a7dbf04c21d0b32d0f5dc81b6f7bf2.mp4,good,0.0,0.0,0.0,,,,,,,,,,
25a1581dd2b21dadf9cfce62fe865ff6.mp4,good,0.0,0.0,0.625,0.914500112841345,0.8804485688918953,0.02946532607134115,0.03255852014083441,0.13921985030174255,0.1309385448694229,0.1581186056137085,0.25420793890953064,0.23818600177764893,0.26592016220092773
92565a4b9f01cc1d653983d32283c5aa.mp4,good,0.0,0.0,0.0,1.127489399974303,1.1214860720674675,0.03976975167788533,0.039093919051424134,0.12169133126735687,0.11758735775947571,0.13884484767913818,0.19984813034534454,0.1937437653541565,0.22177046537399292
7f8a4c152eb0dde567fcc2fcc90c60a0.mp4,good,0.0,0.0,0.0,1.1661852463179279,1.1551258440761203,0.002089756840560645,0.014524528836483171,0.1095723956823349,0.1030539870262146,0.12246543169021606,0.17578186094760895,0.16561664640903473,0.18273675441741943
aad901b910ff4fe4f04636f9be4f6372.mp4,good,0.0,0.0,0.0,1.0391035326282467,1.0230263157894737,0.12896801831568735,0.14351065533442697,0.14473187923431396,0.12962254881858826,0.2242957353591919,0.21508164703845978,0.18558216094970703,0.2512028217315674
ff91f5eb0336eaf9a75c9a6f5c93ea41.mp4,good,0.0,0.0,0.0,1.2352135360591021,1.2215926975133775,0.043376635450512485,0.02707150125865369,0.11213749647140503,0.10449455678462982,0.11784082651138306,0.1560385823249817,0.1339244246482849,0.18954020738601685
179793aaeade414668482909f0296872.mp4,good,0.3125,3.0,0.0,1.2108170761078998,1.1483004385964912,0.10269043054917934,0.04649878310239487,0.1471516191959381,0.13301655650138855,0.22116827964782715,0.3018372058868408,0.2646059989929199,0.38477641344070435
a0acf9b009b13a2ecb3abd762787c569.mp4,good,0.0,0.0,0.0,1.1130952380952381,1.1064209082842624,0.00244777785980707,0.00403890031598479,0.11863452196121216,0.10852275788784027,0.13004672527313232,0.12299783527851105,0.11893728375434875,0.134232759475708
4e327e46cd4abd7e2bfad16e10a99d48.mp4,good,0.0,0.0,0.0,1.4246848739495799,1.3392285925196852,0.15151355831050883,0.10026615022057975,0.14341284334659576,0.13571475446224213,0.16323131322860718,0.24781456589698792,0.2199242115020752,0.2550960183143616
78d473d0d4d7db114e300eef12bc9733.mp4,bad,0.0,0.0,0.0,1.440496894409938,1.3952199589181786,0.023016158152935343,0.01637700377564305,0.13397428393363953,0.1290494054555893,0.139137864112854,0.2906861901283264,0.2753317952156067,0.30640119314193726
9cb40f60787d1f0cc12def89424ecc54.mp4,good,0.0,0.0,0.0,1.0021186440677967,0.9872610890732059,0.07870544509023106,0.08497881413634167,0.12366276979446411,0.11932557821273804,0.14594721794128418,0.28276026248931885,0.24452899396419525,0.30384278297424316
1db06f44605e298583d31a3cc514e137.mp4,good,0.0,0.0,0.0,1.2693417582964326,1.239715264096069,0.09645395738305389,0.09073634510438112,0.11019638180732727,0.10291276127099991,0.12379169464111328,0.16016612946987152,0.15070785582065582,0.17841601371765137
